Profile Profile,Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Second Country Second Country,Height Height,Weight Weight,Birthplace Birthplace,Other Group Other Group,Former Group Former Group,Gender Gender,Position Position,Instagram Instagram,Twitter Twitter
,Arie,Jeon Minjae,???,??,36623,MIXX,South Korea,,163,45,,,,F,,,
,Liyah,Moon Liya,???,??,36657,MIXX,South Korea,,175,52,,,,F,,,
Profile,Jiu,Kim Minji,???,??,34471,Dreamcatcher,South Korea,,167,0,Daejeon,,Minx,F,Leader,,
Profile,Sua,Kim Bora,???,??,34556,Dreamcatcher,South Korea,,164,0,Changwon,,Minx,F,,,
Profile,Siyeon,Lee Siyeon,???,??,34973,Dreamcatcher,South Korea,,170,0,Daegu,,Minx,F,,,
Profile,Yoohyeon,Kim Yoohyeon,???,??,35437,Dreamcatcher,South Korea,,171,0,Incheon,,Minx,F,,,
Profile,Dami,Lee Yoobin,???,??,35496,Dreamcatcher,South Korea,,163,0,Seoul,,Minx,F,,,
Profile,Hyebin,Lee Hyebin,???,??,35076,MOMOLAND,South Korea,,165,44,Andong,,,F,,,
Profile,Yeonwoo,Lee Dabin,???,??,35278,,South Korea,,170,49,Seoul,,MOMOLAND,F,,,
Profile,Jane,Sung Jiyeon,???,??,35784,MOMOLAND,South Korea,,167,46,Changwon,,,F,,,
Profile,Nayun,Kim Nayun,???,??,36007,MOMOLAND,South Korea,,167,48,Seoul,,,F,,,
Profile,Joo E,Lee Joowon,???,??,36390,MOMOLAND,South Korea,,164,45,Bucheon,,,F,,,
Profile,AhIn,Lee Ahin,???,??,36430,MOMOLAND,South Korea,,160,44,Wonju,,,F,,,
Profile,Nancy,Nancy Mcdonie,?? ???,??,36629,MOMOLAND,South Korea,USA,162,45,Daegu,,,F,,,
Profile,Sumin,Ji Sumin,???,??,34396,Sonamoo,South Korea,,168,0,Yongin,,,F,Leader,,SONAMOO_SuMin
Profile,Minjae,Seong Minjae,???,??,34686,Sonamoo,South Korea,,165,0,Busan,,,F,Lead Vocalist,,SONAMOO_MinJae
Profile,D.ana,Cho Eunae,???,???,34952,Sonamoo,South Korea,,170,0,Seoul,,,F,Rapper,,SONAMOO_Dana
Profile,Nahyun,Kim Nahyun,???,??,35042,Sonamoo,South Korea,,170,0,Seoul,,,F,,,SONAMOO_Nahyun
Profile,Euijin,Hong Euijin,???,??,35346,Sonamoo,South Korea,,168,0,Gwangju,UNI.T,,F,,,SONAMOO_EuiJin
Profile,High.D,Kim Dohee,???,???,35420,Sonamoo,South Korea,,165,0,Suwon,,,F,Main Vocalist,,SONAMOO_HighD
Profile,New Sun,Choi Yoonsun,???,??,35600,Sonamoo,South Korea,,172,0,,,,F,Rapper,,SONAMOO_NewSun
,T.O.P,Choi Seunghyun,???,?,32085,BIGBANG,South Korea,,180,65,Seoul,GD&TOP,,M,,,
,Taeyang,Dong Youngbae,???,??,32281,BIGBANG,South Korea,,174,56,Uljeongbu,,,M,,,
,G-Dragon,Kwon Jiyong,???,????,32373,BIGBANG,South Korea,,177,58,Seoul,GD&TOP,,M,,,
,Daesung,Daesung,???,??,32624,BIGBANG,South Korea,,178,63,Incheon,,,M,,,
,Seungri,Lee Seunghyun,???,??,33219,,South Korea,,176,60,Gwangju,,BIGBANG,M,,,
,Leeteuk,Park Jeongsu,???,??,30498,Super Junior,South Korea,,179,59,Seoul,,,M,,,
,Heechul,Kim Heechul,???,??,30507,Super Junior,South Korea,,179,60,Hoengseong,,,M,,,
,Yesung,Kim Jongwoon,???,??,30918,Super Junior,South Korea,,178,64,Seoul,,,M,,,
,Kangin,Kim Youngwoon,???,??,31064,,South Korea,,178,70,Seoul,,Super Junior,M,,,
,Sungmin,Lee Sungmin,???,??,31413,Super Junior,South Korea,,175,57,Gyeonggi,Super Junior-M,,M,,,
,Shindong,Shin Donghee,???,??,31318,Super Junior,South Korea,,178,90,Mungyeong,,,M,,,
,Eunhyuk,Lee Hyukjae,???,??,31506,Super Junior,South Korea,,176,58,Ilsan,Super Junior-M,,M,,,
,Siwon,Choi Siwon,???,??,31509,Super Junior,South Korea,,185,65,Seoul,Super Junior-M,,M,,,
,Donghae,Lee Donghae,???,??,31700,Super Junior,South Korea,,176,60,Mokpo,Super Junior-M,,M,,,
,Ryeowook,Kim Ryeowook,???,??,31949,Super Junior,South Korea,,175,58,Incheon,Super Junior-M,,M,,,
,Kyuhyun,Cho Kyuhyun,???,??,32176,Super Junior,South Korea,,180,68,Seoul,Super Junior-M,,M,,,
,Han Geng,Han Geng,??,??,30721,,China,,181,66,Mudanjiang,,Super Junior,M,,,
,Kibum,Kim Kibum,???,??,32010,,South Korea,,179,58,Seoul,,Super Junior,M,,,
,Zhou Mi,Zhou Mi,??,??,31521,Super Junior-M,China,,184,64,Wuhan,,,M,,,
,Henry,Henry Lau,?? ??,??,32792,Super Junior-M,Canada,"Hong Kong, Taiwan",176,63,Toronto,,,M,,,
,Onew,Lee Jinki,???,??,32856,SHINee,South Korea,,177,61,Gwangmyeong,,,M,,,
,Jonghyun†,Kim Jonghyun,???,??,32971,,South Korea,,173,56,Seoul,,SHINee,M,,,
,Key,Kim Kibum,???,?,33504,SHINee,South Korea,,179,59,Daegu,Toheart,,M,,,
,Minho,Choi Minho,???,??,33581,SHINee,South Korea,,181,60,Incheon,,,M,,,
Profile,Taemin,Lee Taemin,???,??,34168,SHINee,South Korea,,177,53,Seoul,SuperM,,M,,,
,Xiumin,Kim Minseok,???,???,32958,EXO,South Korea,,173,65,Guri,EXO-CBX,,M,,,
,Suho,Kim Junmyeon,???,??,33380,EXO,South Korea,,173,65,Seoul,,,M,,,
,Lay,Zhang Yixing,???,??,33518,EXO,China,,177,60,Changsa,,,M,,,
,Baekhyun,Byun Baekhyun,???,??,33730,EXO,South Korea,,174,58,Wonmi,"EXO-CBX, SuperM",,M,,,
,Chen,Kim Jongdae,???,?,33868,EXO,South Korea,,173,64,Silheung,EXO-CBX,,M,,,
,Chanyeol,Park Chanyeol,???,??,33935,EXO,South Korea,,185,70,Seoul,,,M,,,
,D.O.,Do Kyungsoo,???,??,33981,EXO,South Korea,,173,60,Gyeonggi,,,M,,,
,Kai,Kim Jongin,???,??,34348,EXO,South Korea,,182,65,Suncheon,SuperM,,M,,,
,Sehun,Oh Sehun,???,??,34436,EXO,South Korea,,181,63,Seoul,,,M,,,
,Luhan,Lu Han,??,??,32983,,China,,178,62,Haidian,,EXO,M,,,
,Kris,Wu Yifan,???,???,33183,,Canada,China,187,73,Guangzhou,,EXO,M,,,
,Tao,Hwang Zitao,???,??,34091,,China,,183,70,Qingdao,,EXO,M,,,
Profile,Jinyoung,Jung Jinyoung,???,??,33560,,South Korea,,178,58,Chungju,,B1A4,M,,,
Profile,CNU,Shin Dongwoo,???,??,33405,B1A4,South Korea,,182,64,Seoul,,,M,,,
Profile,Sandeul,Lee Junghwan,???,??,33683,B1A4,South Korea,,178,62,Busan,,,M,,,
Profile,Baro,Cha Sunwoo,???,??,33852,,South Korea,,178,63,Gwangju,,B1A4,M,,,
Profile,Gongchan,Gong Chansik,???,??,34195,B1A4,South Korea,,181,60,Suncheon,,,M,,,
Profile,Yongguk,Bang Yongguk,???,??,32963,B.A.P,South Korea,,182,60,Incheon,,,M,,,
Profile,Himchan,Kim Himchan,???,??,32982,B.A.P,South Korea,,180,69,Seoul,,,M,,,
Profile,Daehyun,Jung Daehyun,???,??,34148,B.A.P,South Korea,,177,63,Busan,,,M,,,
Profile,Youngjae,Yoo Youngjae,???,??,34358,B.A.P,South Korea,,178,65,Seoul,,,M,,,
Profile,Jongup,Moon Jongup,???,??,34736,B.A.P,South Korea,,176,66,Seoul,,,M,,,
Profile,Zelo,Choi Junhong,???,??,35353,B.A.P,South Korea,,182,63,Mokpo,,,M,,,
Profile,Zico,Woo Jiho,???,??,33861,Block B,South Korea,,182,65,Seoul,,,M,,,
Profile,Taeil,Lee Taeil,???,??,33140,Block B,South Korea,,167,57,Seoul,,,M,,,
Profile,B-Bomb,Lee Minhyuk,???,??,33221,Block B,South Korea,,178,60,Seoul,Bastarz,,M,,,
Profile,Jaehyo,Ahn Jaehyo,???,??,33230,Block B,South Korea,,182,60,Busan,,,M,,,
Profile,U-Kwon,Kim Yukwon,???,??,33703,Block B,South Korea,,176,63,Suwon,Bastarz,,M,,,
Profile,Park Kyung,Park Kyung,??,??,33793,Block B,South Korea,,176,56,Seoul,,,M,,,
Profile,P.O,Pyo Jihoon,???,??,34002,Block B,South Korea,,181,64,Seoul,Bastarz,,M,,,
,Doojoon,Yoon Doojoon,???,??,32693,Highlight,South Korea,,177,66,Goyang,,Beast,M,Leader,,
,Junhyung,Yong Junyung,???,??,32861,Highlight,South Korea,,178,64,Seoul,,Beast,M,,,
,Yoseob,Yang Yoseob,???,??,32878,Highlight,South Korea,,171,56,Seoul,,Beast,M,,,
,Gikwang,Lee Gikwang,???,??,32962,Highlight,South Korea,,171,58,Gwangju,,Beast,M,,,
,Dongwoon,Son Dongwoon,???,??,33395,Highlight,South Korea,,181,64,Busan,,Beast,M,,,
,Hyunseung,Jang Hyunseung,???,??,32754,,South Korea,,177,58,Suncheon,Troublemaker,Beast,M,,,
Profile,Jin,Kim Seokjin,???,?,33942,BTS,South Korea,,179,63,Gwacheon,,,M,,,
Profile,Suga,Min Yoongi,???,??,34037,BTS,South Korea,,176,59,Daegu,,,M,,,
Profile,J-Hope,Jung Hoseok,???,???,34383,BTS,South Korea,,177,65,Gwangju,,,M,,,
Profile,RM,Kim Namjoon,???,??,34589,BTS,South Korea,,181,67,Ilsan,,,M,Leader,,
Profile,Jimin,Park Jimin,???,??,34985,BTS,South Korea,,175,61,Busan,,,M,,,
Profile,V,Kim Taehyung,???,?,35063,BTS,South Korea,,179,62,Daegu,,,M,,,
Profile,Jungkook,Jeon Jungkook,???,??,35674,BTS,South Korea,,178,66,Busan,,,M,,,
,Sungkyu,Kim Sungkyu,???,??,32626,Infinite,South Korea,,178,62,Jeonju,,,M,Leader,,
,Dongwoo,Jang Dongwoo,???,??,33199,Infinite,South Korea,,171,58,Guri,Infinite H,,M,,,
,Woohyun,Nam Woohyun,???,??,33277,Infinite,South Korea,,176,52,Seoul,Toheart,,M,,,
,Hoya,Lee Howon,???,??,33325,,South Korea,,178,60,Busan,Infinite H,Infinite,M,,,
,Sungyeol,Lee Sungyeol,???,??,33477,Infinite,South Korea,,183,59,Yongin,Infinite F,,M,,,
,L,Kim Myungsoo,???,?,33676,Infinite,South Korea,,180,60,Seoul,Infinite F,,M,,,
,Sungjong,Lee Sungjong,???,??,34215,Infinite,South Korea,,177,54,Gwangju,Infinite F,,M,,,
Profile,N,Cha Hakyeon,???,?,33054,VIXX,South Korea,,180,65,Changwon,Big Byung,,M,,,
Profile,Leo,Jung Taekwon,???,??,33187,VIXX,South Korea,,183,63,Seoul,VIXX LR,,M,,,
Profile,Ken,Lee Jaehwan,???,?,33700,VIXX,South Korea,,180,65,Seoul,,,M,,,
Profile,Ravi,Kim Wonsik,???,??,34015,VIXX,South Korea,,183,65,Seoul,VIXX LR,,M,,,
Profile,Hongbin,Lee Hongbin,???,??,34241,VIXX,South Korea,,181,62,Seoul,,,M,,,
Profile,Hyuk,Han Sanghyuk,???,?,34885,VIXX,South Korea,,181,62,Daejeon,Big Byung,,M,,,
,Jun. K,Kim Minjun,???,???,32157,2PM,South Korea,,180,68,Daegu,,,M,,,
,Nichkhun,Nichkhun Horvejkul,??? ?????,??,32318,2PM,Thailand,USA,180,64,California,,,M,,,
,Taecyeon,Ok Taecyeon,???,??,32504,2PM,South Korea,,185,76,Busan,,,M,,,
,Wooyoung,Jang Wooyoung,???,??,32628,2PM,South Korea,,178,65,Busan,,,M,,,
,Junho,Lee Junho,???,??,32898,2PM,South Korea,,178,67,Ilsan,,,M,,,
,Chansung,Hwang Chansung,???,??,32915,2PM,South Korea,,184,75,Seoul,,,M,,,
,Jeongkyun,Jeong Jeongkyun,???,??,32108,,South Korea,,180,60,,,"N-Train, Bigflo",M,,,
,Ron,Cheon Byeonghwa,???,?,33260,Bigflo,South Korea,,183,62,,,,M,,,
,Yoosung,Jeong Yoosung,???,??,33885,,South Korea,,175,52,,,Bigflo,M,,,
,Z-UK,Jeong Jaewook,???,??,33996,,South Korea,,174,62,,,Bigflo,M,,,
,HighTop,Lim Hyeontae,???,???,34412,Bigflo,South Korea,,178,60,,,,M,,,
,Kichun,Hwang Kichun,???,??,33677,,South Korea,,179,63,,,Bigflo,M,,,
,Eunkwang,Seo Eunkwang,???,??,33199,BtoB,South Korea,,173,62,Yongin,,,M,,,
,Minhyuk,Lee Minhyuk,???,??,33206,BtoB,South Korea,,173,61,Seoul,,,M,,,
,Changsub,Lee Changsub,???,??,33295,BtoB,South Korea,,177,64,Suwon,,,M,,,
,Hyunsik,Lim Hyunsik,???,??,33670,BtoB,South Korea,,177,66,Ilsan,,,M,,,
,Peniel,Shin Donggeun,???,???,34038,BtoB,South Korea,USA,175,63,Chicago,,,M,,,
,Ilhoon,Jung Ilhoon,???,??,34611,BtoB,South Korea,,176,64,Seoul,,,M,,,
,Sungjae,Yook Sungjae,???,??,34821,BtoB,South Korea,,180,68,Yongin,Big Byung,,M,,,
Profile,S.Coups,Choi Seungcheol,???,??.??,34919,Seventeen,South Korea,,177,63,Daegu,,,M,,,
Profile,Wonwoo,Jeon Wonwoo,???,??,35263,Seventeen,South Korea,,180,57,Changwon,,,M,,,
Profile,Mingyu,Kim Mingyu,???,??,35526,Seventeen,South Korea,,185,65,Anyang,,,M,,,
Profile,Vernon,Choi Hansol,???,??,35844,Seventeen,USA,South Korea,176,56,New York,,,M,,,
Profile,Woozi,Lee Jihoon,???,??,35391,Seventeen,South Korea,,165,54,Busan,,,M,,,
Profile,Jeonghan,Yoon Jeonghan,???,??,34976,Seventeen,South Korea,,175,54,Seoul,,,M,,,
Profile,Joshua,Hong Jisoo,???,???,35063,Seventeen,USA,South Korea,176,63,Los Angeles,,,M,,,
Profile,DK,Lee Seongmin,???,??,35479,Seventeen,South Korea,,178,68,Yongin,,,M,,,
Profile,Seungkwan,Boo Seungkwan,???,??,35811,Seventeen,South Korea,,172,58,Jeju,,,M,,,
Profile,Hoshi,Kwon Soonyoung,???,??,35231,Seventeen,South Korea,,178,63,Namyangju,,,M,,,
Profile,Jun,Weng Junhui,????,?,35226,Seventeen,China,,180,63,Shenzen,,,M,,,
Profile,The8,Xu Minghao,????,???,35741,Seventeen,China,,175,53,Anshan,,,M,,,
Profile,Dino,Lee Chan,??,??,36202,Seventeen,South Korea,,167,54,Iksan,,,M,,,
,Kyungil,Song Kyungil,???,??,32109,HISTORY,South Korea,,183,72,,,,M,,,
,Dokyun,Na Dokyun,???,??,33280,HISTORY,South Korea,,184,65,Daejeon,,,M,,,
,Sihyoung,Kim Sihyoung,???,??,33739,HISTORY,South Korea,,182,63,Busan,,,M,,,
,Jaeho,Kim Jaeho,???,??,33864,HISTORY,South Korea,,174,58,,,,M,,,
,Yijeong,Jang Yijeong,???,??,34222,HISTORY,South Korea,,173,58,Jinju,,,M,,,
,Donghyun,Kim Donghyun,???,??,32551,Boyfriend,South Korea,,178,60,Seoul,,,M,,,
,Hyunseong,Shim Hyunseong,???,??,34129,Boyfriend,South Korea,,178,58,Yeongcheon,,,M,,,
,Jeongmin,Lee Jeongmin,???,??,34366,Boyfriend,South Korea,,173,60,Suwon,,,M,,,
,Youngmin,Jo Youngmin,???,??,34813,Boyfriend,South Korea,,180,0,Anyang,,,M,,,
,Kwangmin,Jo Kwangmin,???,??,34813,Boyfriend,South Korea,,180,0,Anyang,,,M,,,
,Minwoo,No Minwoo,???,??,34911,Boyfriend,South Korea,,174,60,Anyang,,,M,,,
,Seyoung,Lee Seyoung,???,??,32912,CROSS GENE,South Korea,,180,60,Busan,,,M,,,
,Casper,Chu Xiaoxiang,???,???,33317,CROSS GENE,China,,176,66,Shanghai,,,M,,,
,Shin,Shin Wonho,???,?,33534,CROSS GENE,South Korea,,185,66,Seoul,,,M,,,
,Takuya,Terada Takuya,??? ???,???,33681,CROSS GENE,Japan,,187,68,Moriya,,,M,,,
,Sangmin,Kim Sangmin,???,??,33792,CROSS GENE,South Korea,,178,67,Jinju,,,M,,,
,Yongseok,Kim Yongseok,???,??,33977,CROSS GENE,South Korea,,176,64,Seoul,,,M,,,
Profile,J.seph,Kim Taehyung,???,???,33776,KARD,South Korea,USA,0,0,,,,M,,,
Profile,BM,Matthew Kim,???,??,33897,KARD,South Korea,,0,0,,,,M,,,
Profile,Somin,Jeon Somin,???,??,35299,KARD,South Korea,,0,0,Seoul,,April,F,,,
Profile,Jiwoo,Jeon Jiwoo,???,??,35342,KARD,South Korea,,0,0,,,,F,,,
Profile,Youngji,Hur Youngji,???,??,34576,,South Korea,,0,0,Goyang,,KARA,F,,,
,Gyuri,Park Gyuri,???,??,32284,KARA,South Korea,,0,0,Seoul,,,F,,,
,Seungyeon,Han Seungyeon,???,??,32348,KARA,South Korea,,0,0,Seoul,,,F,,,
,Hara†,Koo Hara,???,??,33251,KARA,South Korea,,0,0,Gwangju,,,F,,,
,Nicole,Nicole Jung,???,??,33518,,South Korea,USA,0,0,Los Angeles,,KARA,F,,,
,Jiyoung,Kang Jiyoung,???,??,34352,,South Korea,,0,0,Paju,,KARA,F,,,
Profile,Jinho,Jo Jinho,???,???,33711,PENTAGON,South Korea,,0,0,,,,M,,,
Profile,Hui,Lee Hwitaek,???,??,34209,PENTAGON,South Korea,,0,0,,,,M,Leader,,
Profile,Hongseok,Yang Hongseok,???,??,34441,PENTAGON,South Korea,,0,0,,,,M,,,
Profile,E'Dawn,Kim Hyojong,???,??,34486,,South Korea,,0,0,,,PENTAGON,M,,,
Profile,Shinwon,Go Shinwon,???,??,35044,PENTAGON,South Korea,,0,0,,,,M,,,
Profile,Yeo One,Yeon Changgu,???,??,35151,PENTAGON,South Korea,,0,0,,,,M,,,
Profile,Yan An,Yan An,??,??,35363,PENTAGON,China,,0,0,Shanghai,,,M,,,
Profile,Yuto,Adachi Yuto,??? ??,??,35818,PENTAGON,Japan,,0,0,,,,M,,,
Profile,Kino,Kang Hyungku,???,??,35822,PENTAGON,South Korea,,0,0,,,,M,,,
Profile,Wooseok,Jeong Wooseok,???,??,35826,PENTAGON,South Korea,,0,0,,,,M,,,
Profile,Moonhee,Choi Moonhee,???,??,35535,Bonus Baby,South Korea,,167,0,,,MyB,F,,,
Profile,Hayoon,Jung Hayoon,???,??,36120,Bonus Baby,South Korea,,163,0,,,MyB,F,,,
,Chaehyun,Kim Chaehyun,???,??,36493,Bonus Baby,South Korea,,163,0,,,,F,,,
,Dayun,Kim Dayun,???,??,36850,Bonus Baby,South Korea,,164,0,,,,F,,,
,Gaon,Beom Gaon,???,??,36959,Bonus Baby,South Korea,,163,0,,,,F,,,
,Kongyoo,Kong Yoojin,???,??,37022,Bonus Baby,South Korea,,163,0,,,,F,,,
Profile,Chaekyung,Yoon Chaekyung,???,??,35253,APRIL,South Korea,,160,45,Incheon,"C.I.V.A, I.B.I",Puretty,F,,,
Profile,Rachel,Sung Nayeon,???,???,36766,APRIL,South Korea,USA,0,0,,,,F,,,
,Sohee,Kim Sohee,??,???,34719,Nature,South Korea,,162,41,Busan,C.I.V.A,I.B.I,F,,,
,Lee Haein,Lee Haein,???,???,33789,I.B.I,South Korea,,165,49,Changwon,,,F,,,
,Lee Suhyun,Lee Suhyun,???,???,35374,I.B.I,South Korea,,167,50,Ansan,,,F,,,
,Han Hyeri,Han Hyeri,???,???,35666,I.B.I,South Korea,,159,42,Gwangmyeong,,,F,,soh_eee,
Profile,Hyosung,Jun Hyoseong,???,??,32794,SECRET,South Korea,,0,0,Cheongju,,,F,,secrettimehs,
Profile,Hana,Jung Hana,???,??,32906,SECRET,South Korea,,0,0,Uljeongbu,,,F,,,supahana
Profile,Jieun,Song Jieun,???,??,32998,SECRET,South Korea,,0,0,Seoul,,,F,,secret_jieunssong,
Profile,Sunhwa,Han Sunhwa,???,??,33152,,South Korea,,0,0,Busan,,SECRET,F,,shh_daily,
,Heeyu,Choi Heejae,???,??,34880,MIXX,South Korea,,159,0,,,,F,,,
,Mia,Son Hyunmi,???,??,35795,MIXX,South Korea,,174,0,,,,F,,,
Profile,Heejin,Jeon Heejin,???,??,36818,LOONA,South Korea,,0,0,Seongnam,Loona 1/3,,F,,,
Profile,Hyunjin,Kim Hyunjin,???,??,36845,LOONA,South Korea,,0,0,Jeonju,Loona 1/3,,F,,,
Profile,Haseul,Jo Haseul,???,??,35660,LOONA,South Korea,,0,0,Ansan,Loona 1/3,,F,,,
Profile,Yeojin,Im Yeojin,???,??,37571,LOONA,South Korea,,0,0,Guro,Loona 1/3,,F,,,
Profile,Handong,Han Dong,??,??,35150,Dreamcatcher,China,,0,0,Wuhan,,,F,,,
Profile,Gahyeon,Lee Gahyeon,???,??,36194,Dreamcatcher,South Korea,,0,0,Seongnam,,,F,,,
Profile,Nayoung,Im Nayoung,???,??,35051,Pristin,South Korea,,171,51,Chungcheongham,"I.O.I, Pristin V",,F,,,
Profile,Roa,Kim Minkyung,???,??,35640,Hinapia,South Korea,,172,49,,Pristin V,Pristin,F,,,
Profile,Yuha,Kang Kyungwon,???,??,35739,Hinapia,South Korea,,170,50,,,Pristin,F,,,
Profile,Eunwoo,Jeong Eunwoo,???,??,35977,Hinapia,South Korea,,167,48,,Pristin V,Pristin,F,,,
Profile,Rena,Kang Yebin,???,??,36087,Hinapia,South Korea,,162,49,,Pristin V,Pristin,F,,,
Profile,Kyulkyung,Zhou Jieqiong,????,??,36145,Pristin,China,,167,49,Taizhou,"I.O.I, Pristin V",,F,,,
Profile,Yehana,Kim Yewon,???,???,36213,Pristin,South Korea,,0,0,Ilsan,,,F,,,
Profile,Sungyeon,Bae Sungyeon,???,??,36305,Pristin,USA,South Korea,0,0,California,,,F,,,
Profile,Xiyeon,Park Junghyun,???,??,36844,Pristin,South Korea,,164,51,,,,F,,,
Profile,Kyla,Kyla Massie,??? ??,???,37251,Pristin,USA,South Korea,0,0,California,,,F,,,
Profile,Alice,Song Joohee,???,???,32953,Hello Venus,South Korea,,166,47,Wonju,,,F,,jh.song_alice,
Profile,Nara,Kwon Nara,???,??,33310,Hello Venus,South Korea,,172,52,Seongnam,,,F,,hv_nara,
Profile,Lime,Kim Hyerim,???,??,33988,Hello Venus,South Korea,,169,50,,,,F,,hv_lime,
Profile,Seoyoung,Lee Seoyoung,???,??,34512,Hello Venus,South Korea,,164,50,,,,F,,hv_seo0,
Profile,Yooyoung,Lee Yooyoung,???,??,34722,Hello Venus,South Korea,,170,49,Suwon,,,F,,hv_u0,
Profile,Yeoreum,Ahn Chaeyeon,???,??,35220,Hello Venus,South Korea,,167,48,,,,F,,,
Profile,Eunice,Heo Sooyeon,???,???,33483,DIA,South Korea,,166,49,Busan,,,F,,,
Profile,Huihyeon,Ki Huihyeon,???,??,34866,DIA,South Korea,,167,46,Namwon,,,F,,,
Profile,Jenny,Lee Soyul,???,??,35312,,South Korea,,165,47,Seoul,,DIA,F,,,
Profile,Yebin,Baek Yebin,???,??,35624,DIA,South Korea,,164,43,Chuncheon,UNI.T,,F,,,
Profile,Eunjin,Ahn Eunjin,???,??,35673,,South Korea,,170,49,Mokpo,,DIA,F,,,
Profile,Chaeyeon,Jung Chaeyeon,???,??,35765,DIA,South Korea,,165,49,Suncheon,,I.O.I,F,,,
Profile,Eunchae,Kwon Chaewon,???,??,36306,DIA,South Korea,,0,0,,,,F,,,
Profile,Taeil,Moon Taeil,???,??,34499,NCT,South Korea,,171,60,Seoul,"NCT U, NCT 127",,M,Main Vocal,,
,Taeyong,Lee Taeyong,???,??,34881,NCT,South Korea,,0,0,,"NCT U, NCT 127,SuperM",,M,,,
,Doyoung,Kim Dongyoung,???,??,35096,NCT,South Korea,,0,0,Guri,"NCT U, NCT 127",,M,,,
,Ten,Chittaphon Leechaiyapornkul,??? ??????,?,35122,NCT,Thailand,,0,0,Bangkok,"NCT U,SuperM",,M,,,
,Jaehyun,Jung Yoonoh,???,??,35475,NCT,South Korea,,0,0,Seoul,"NCT U, NCT 127",,M,,,
,Mark,Mark Lee,?? ?,??,36374,NCT,Canada,,0,0,Vancouver,"NCT U, NCT 127, NCT Dream, SuperM",,M,,,
,Johnny,John Seo,? ?,??,34739,NCT,USA,,0,0,Chicago,NCT 127,,M,,,
,Yuta,Nakamoto Yuta,???? ??,??,34998,NCT,Japan,,0,0,Osaka,NCT 127,,M,,,
,Winwin,Dong Sicheng,???,??,35731,NCT,China,,0,0,Zhejiang,NCT 127,,M,,,
,Haechan,Lee Donghyuk,???,??,36683,NCT,South Korea,,0,0,,"NCT 127, NCT Dream",,M,,,
,Renjun,Hwang Renjun,???,??,36608,NCT,China,,0,0,Jilin,NCT Dream,,M,,,
,Jeno,Lee Jeno,???,??,36639,NCT,South Korea,,0,0,,NCT Dream,,M,,,
,Jaemin,Na Jaemin,???,??,36751,NCT,South Korea,,0,0,,NCT Dream,,M,,,
,Chenle,Zhong Chenle,???,??,37217,NCT,China,,0,0,Shanghai,NCT Dream,,M,,,
,Jisung,Park Jisung,???,??,37292,NCT,South Korea,,0,0,,NCT Dream,,M,,,
,Soohyun,Shin Soohyun,???,??,32578,U-KISS,South Korea,,0,0,Pocheon,,,M,,,
,Kiseop,Lee Kiseop,???,??,33255,U-KISS,South Korea,,0,0,Seongnam,,,M,,,
,Eli,Ellison Kim,??? ?,???,33310,U-KISS,USA,South Korea,0,0,Los Angeles,,,M,,,
,Hoon,Yeo Hoonmin,???,?,33466,U-KISS,South Korea,,0,0,Namyangju,,,M,,,
,Kevin,Christopher Woo,????? ?,??,33567,U-KISS,USA,South Korea,0,0,Los Angeles,,,M,,,
,Jun,Lee Junyoung,???,?,35452,U-KISS,South Korea,,0,0,,,,M,,,
,Seungho,Yang Seungho,???,??,32066,MBLAQ,South Korea,,0,0,Seoul,,,M,,,
,G.O,Jung Byunghee,???,??,32087,MBLAQ,South Korea,,0,0,Changwon,,,M,,,
,Mir,Bang Cheolyong,???,??,33307,MBLAQ,South Korea,,0,0,Bukhamyeon,,,M,,,
,Lee Joon,Lee Changseon,???,??,32180,,South Korea,,0,0,Seoul,,MBLAQ,M,,,
,Thunder,Park Sanghyun,???,??,33153,,South Korea,,0,0,Busan,,MBLAQ,M,,,
,C.A.P,Bang Minsoo,???,?,33912,Teen Top,South Korea,,0,0,Seongnam,,,M,,,
,Chunji,Lee Chanhee,???,??,34247,Teen Top,South Korea,,0,0,Seongnam,,,M,,,
,L.Joe,Lee Byunghun,???,??,34296,,South Korea,,0,0,Gunsan,,Teen Top,M,,,
,Niel,Ahn Daniel,????,??,34562,Teen Top,South Korea,,0,0,Anyang,,,M,,,
,Ricky,Yoo Changhyun,???,??,34757,Teen Top,South Korea,,0,0,Seoul,,,M,,,
,Changjo,Choi Jonghyun,???,??,35019,Teen Top,South Korea,,0,0,Chuncheon,,,M,,,
,MJ,Kim Myungjun,???,???,34398,ASTRO,South Korea,,0,0,Nowon,,,M,,,
,Jin Jin,Park Jinwoo,???,??,35139,ASTRO,South Korea,,0,0,Nowon,,,M,,,
,Eunwoo,Cha Eunwoo,???,??,35519,ASTRO,South Korea,,0,0,Gunpo,,,M,,,
,Moon Bin,Moon Bin,??,??,35821,ASTRO,South Korea,,0,0,Cheongju,,,M,,,
,Rocky,Park Minhyuk,???,??,36216,ASTRO,South Korea,,0,0,Jinju,,,M,,,
,Sanha,Yoon Sanha,???,??,36606,ASTRO,South Korea,,0,0,Seoul,,,M,,,
,Kevin,Kevin Jiyeop Kim,?? ?? ?,??,32196,ZE:A,South Korea,Australia,0,0,Sydney,,,M,,,
