Profile Profile,Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Second Country Second Country,Height Height,Weight Weight,Birthplace Birthplace,Other Group Other Group,Former Group Former Group,Gender Gender,Position Position,Instagram Instagram,Twitter Twitter
Profile,Wooyeop,Jo Wooyeop,???,??,36796,TRCNG,South Korea,,179,0,,,,M,,,
Profile,Hakmin,Lee Hakmin,???,??,36789,TRCNG,South Korea,,171,0,,,,M,,,
Profile,Taeseon,Yang Taeseon,???,??,36786,TRCNG,South Korea,,182,0,,,,M,,,
Profile,Hayoung,Choi Hayoung,???,??,36760,TRCNG,South Korea,,181,0,,,,M,,,
Profile,Jihun,Kim Jihun,???,??,36534,TRCNG,South Korea,,176,0,Daegu,,,M,,,
,Hojoon,Jeon Hojoon,???,??,33908,Topp Dogg,South Korea,,0,0,Gwangju,,,M,,,
,Sangdo,Yoo Sangdo,???,??,34030,Topp Dogg,South Korea,,0,0,Incheon,,,M,,,
,B-Joo,Kim Byungjoo,???,??,34342,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
,Xero,Shin Jiho,???,??,34368,Topp Dogg,South Korea,,0,0,Gwangji,,,M,,,
,Kim Sanggyun,Kim Sanggyun,???,???,34842,JBJ95,South Korea,,0,0,Gwangju,JBJ,"Topp Dogg, XENO-T",M,,,
,Yano,Seo Sangwon,???,??,34969,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
,Kidoh,Jin Hyosang,???,??,33954,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
,Seogoong,Park Hyunho,???,??,33725,,South Korea,,0,0,Seongnam,,Topp Dogg,M,,,
,Gohn,Kim Dongsung,???,?,33817,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
,Jenissi,Kim Taeyang,???,???,33452,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
,P-Goon,Park Sehyuk,???,??,33529,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
,Nakta,Shin Yooncheol,???,??,34083,,South Korea,,0,0,Daegu,,Topp Dogg,M,,,
,Hansol,Kim Hansol,???,??,34135,,South Korea,,0,0,Busan,,Topp Dogg,M,,,
,Kenta,Takada Kenta,??? ??,??,34709,JBJ,Japan,,0,0,Fujioka,,,M,,,
,Longguo,Jin Longguo,???,??,35126,JBJ,China,,0,0,Heilong,,,M,,,
,Hyunbin,Kwon Hyunbin,???,??,35493,JBJ,South Korea,,0,0,Seoul,,,M,,,
,Donghan,Kim Donghan,???,??,35979,WEi,South Korea,,0,0,Daegu,,JBJ,M,,,
,Seonglee,Kim Seonglee,???,??,34430,,South Korea,,173,0,,,RAINZ,M,,seong_leeee,
,Wontak,Ju Wontak,???,??,35119,,South Korea,,178,0,,,RAINZ,M,,/j_wontagii/,2able_wontop
,Kiwon,Lee Kiwon,???,??,35243,GIDONGDAE,South Korea,,170,0,,,RAINZ,M,,kiwon_1810,
,Daehyeon,Jang Daehyeon,???,??,35472,WEi,South Korea,,175,0,,,RAINZ,M,,daehyeon0211,
,Eunki,Hong Eunki,???,??,35702,,South Korea,,182,0,,,RAINZ,M,,eun_doitz,eun_doit2
,Hyunmin,Byun Hyunmin,???,??,36267,,South Korea,,170,0,,,RAINZ,M,,bhm__99,bhm___99
,Sunghyuk,Seo Sunghyuk,???,??,36398,,South Korea,,170,0,,,,M,,sunghyuk_seo,
Profile,Dayeon,Hwang Da Kyeon,???,??,35020,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Profile,Hajeong,Lee Hajeong,???,??,35696,,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Profile,Baekah,Kim Sua,???,??,36457,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Profile,Arang,Son Mnjung,???,??,36593,,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
Profile,Iaan,Yoo Dongju,???,??,37337,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
,Eunjin,Ma Eunjin,???,??,35573,Playback,South Korea,,165,49,Wonju,,,F,,sunghyuk_seo,
Profile,Yves,Ha Sooyoung,???,??,35574,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
,Haeyeon,Lee Taeyeon,???,??,34345,Gate9,South Korea,,161,0,,,,F,,ha2y2on_gnine,
,Yeori,Kim Soyeon,???,??,34484,Gate9,South Korea,,164,0,Seoul,,,F,,yeori_g9,
,Haru,Han Sangsook,???,??,34521,Gate9,South Korea,,160,0,Bucheon,,,F,,hanharuuu,
,Kady,Gu Dokyoung,???,???,34796,Gate9,South Korea,,168,0,Busan,,,F,,kady_g9,
,Gaga,Lee Soobin,???,??,34648,Gate9,South Korea,,164,0,,,,F,,gagag9,
,Juju,Park Juyoung,???,??,35067,Gate9,South Korea,,168,0,Changwon,,,F,,baby.juju_0,
,Taera,Lee Yujin,???,??,34436,Gate9,South Korea,,161,0,Incheon,,,F,,taera9nine,
,Yoon,Ji Hayoon,???,?,35619,Gate9,South Korea,,162,0,Busan,,,F,,queenyunista,
,Vivian,Park Sunghee,???,???,36137,Gate9,South Korea,,0,0,,,,F,,vivian__g9,
,Youngmin,Lim Youngmin,???,??,35058,,South Korea,,0,0,Busan,MXM,AB6IX,M,,,
,Donghyun,Kim Donghyun,???,??,36055,AB6IX,South Korea,,0,0,Daejeon,MXM,,M,,,
Profile,Chuu,Kim Jiwoo,???,?,36453,LOONA,South Korea,,0,0,Cheongju,Loona yyxy,,F,,,
Profile,Gowon,Park Chaewon,???,??,36849,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
Profile,Saerom,Lee Saerom,???,??,35437,fromis_9,South Korea,,0,0,Gangwon,,,F,,,
Profile,Hayoung,Song Hayoung,???,??,35702,fromis_9,South Korea,,0,0,Gwangju,,,F,,,
Profile,Gyuri,Jang Gyuri,???,??,35791,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Profile,Jiwon,Park Jiwon,???,??,35874,fromis_9,South Korea,,0,0,Busan,,,F,,,
Profile,Jisun,Roh Jisun,???,??,36122,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Profile,Seoyeon,Lee Seoyeon,???,??,36547,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Profile,Chaeyoung,Lee Chaeyoung,???,??,36660,fromis_9,South Korea,,0,0,Pohang,,,F,,,
Profile,Nakyung,Lee Nakyung,???,??,36678,fromis_9,South Korea,,159,42,Mungyeong,,,F,"Lead Vocalist, Rapper, Visual",,
Profile,Jiheon,Baek Jiheon,???,??,37728,fromis_9,South Korea,,0,0,Jeolla,,,F,,,
,Suhyun,Choi Hyunggeun,???,??,33878,SNUPER,South Korea,,0,0,Bucheon,,,M,,,
,Sangil,Shim Sangil,???,??,34090,SNUPER,South Korea,,0,0,Seoul,,,M,,,
,Taewoong,Yoo Taewoong,???,??,34478,SNUPER,South Korea,Japan,0,0,,,,M,,,
,Woosung,Choi Sunghyuk,???,??,34601,SNUPER,South Korea,,0,0,Seoul,,,M,,,
,Sangho,Jo Sangho,???,??,34740,SNUPER,South Korea,,0,0,Changwon,,,M,,,
,Sebin,Jang Sebin,???,??,35179,SNUPER,South Korea,,0,0,Pocheon,OMEGA X,,M,,,
,Xeheun,Lee Seheun,???,??,36352,Girlkind,South Korea,,0,162,,,,F,,,
,Medic Jin,Bae Yujin,???,???,35302,Girlkind,South Korea,,0,167,,,,F,,,
,JK,Kim Jikang,???,??,35871,Girlkind,South Korea,,0,161,,,,F,,,
,Sun J,Jeon Heesun,???,???,36935,Girlkind,South Korea,,0,165,,,,F,,,
,Ellyn,Bang Sunhee,???,??,37548,Girlkind,South Korea,,0,170,,,,F,,,
,Seokcheol,Lee Seokchul,???,??,36536,TheEastLight,South Korea,,0,170,,,,M,,d.dj_dinosaur.lee.s.c,
,Eunsung,Lee Eunsung,???,??,36776,TheEastLight,South Korea,,0,0,,,,M,,,
,Seunghyun,Lee Seunghyun,???,??,37256,TheEastLight,South Korea,,0,0,,,,M,,,
,Junwook,Kim Junwook,???,??,37266,TheEastLight,South Korea,,0,0,,,,M,,,
,Sakang,Jeon Sakang,???,??,37555,TheEastLight,South Korea,,0,0,,,,M,,,
,Woojin,Lee Woojin,???,??,37714,TheEastLight,South Korea,,0,0,,,,M,,the_greatest_woojin,
,Bin,Kwon Soobin,???,?,34270,Hot Blood Youth,South Korea,,0,0,,,,M,,,
,Marco,Lee Hyunggeun,???,???,34465,Hot Blood Youth,South Korea,,0,0,,,,M,,,
,Taro,Choi Wonjin,???,??,34647,Hot Blood Youth,South Korea,,0,0,,,,M,,,
,Kyuhyuk,Shim Kyuhyuk,???,??,34710,Hot Blood Youth,South Korea,,0,0,,,,M,,,
,Jisan,Choi Jinsang,???,??,36467,Hot Blood Youth,South Korea,,0,0,,,,M,,,
,Taeeun,Moon Taeeun,???,??,36565,IM,South Korea,,175,0,,,,M,,,
,Giseok,Jun Giseok,???,??,35552,IM,South Korea,,180,0,,,,M,,,
,Hangyul,Lee Hangyul,???,??,36501,BAE173,South Korea,,177,0,,,"X1, IM",M,,,
,Gijung,Kim Gijung,???,??,36915,IM,South Korea,,180,0,,,,M,,,
,Haena,Lee Haena,???,??,33391,Matilda,South Korea,,0,165,,,,F,,,
,Dan-a,Park Seungyeon,???,??,34146,Matilda,South Korea,,0,160,,,,F,,,
,Semmi,Oh Heesun,???,??,34994,Matilda,South Korea,,0,165,,,,F,,,
,Saebyeol,Han Saebyeol,???,??,35208,Matilda,South Korea,,0,168,,,,F,,,
,Yua,Mikami Yua,??? ??,??,34197,Honey Popcorn,Japan,,0,0,,,,F,,,
,Miko,Matsuda Miko,??? ??,??,35000,Honey Popcorn,Japan,,0,0,,,,F,,,
,Moko,Sakura Moko,??? ??,??,33316,Honey Popcorn,Japan,,0,0,,,,F,,,
,Kun,Qian Kun,??,?,35065,NCT,China,,0,0,,,,M,,,
,Jungwoo,Kim Jungwoo,???,??,35845,NCT,South Korea,,0,0,,,,M,,,
,Lucas,Wong Junghei,????,???,36185,NCT,Hong Kong,,0,0,,SuperM,,M,,,
Profile,Sangyeon,Lee Sangyeon,???,??,35373,The Boyz,South Korea,,176,61,,,,M,,,
Profile,Jacob,Bae Joonyoung,???,???,35580,The Boyz,South Korea,Canada,175,60,Toronto,,,M,,,
Profile,Younghoon,Kim Younghoon,???,??,35650,The Boyz,South Korea,,182,63,,,,M,,,
Profile,Hyunjae,Lee Jaehyun,???,??,35686,The Boyz,South Korea,,180,62,,,,M,,,
Profile,Juyeon,Lee Juyeon,???,??,35811,The Boyz,South Korea,,180,67,,,,M,,,
Profile,Kevin,Moon Hyungseo,???,??,35849,The Boyz,Canada,South Korea,176,66,,,,M,,,
Profile,New,Choi Chanhee,???,?,35911,The Boyz,South Korea,,175,51,Jeonju,,,M,,,
Profile,Q,Ji Changmin,???,?,36104,The Boyz,South Korea,,175,56,,,,M,,,
Profile,Juhaknyeon,Ju Haknyeon,???,???,36228,The Boyz,South Korea,,175,58,Jeju,,,M,,,
Profile,Hwall,Heo Hyunjoon,???,?,36594,,South Korea,,178,56,Busan,,The Boyz,M,,,
Profile,Sunwoo,Kim Sunwoo,???,??,36628,The Boyz,South Korea,,177,64,,,,M,,,
Profile,Eric,Son Youngjae,???,??,36882,The Boyz,South Korea,,171,56,,,,M,,,
Profile,Bang Chan,Bang Chan,??,??,35706,Stray Kids,Australia,South Korea,0,0,Sydney,3RACHA,,M,,,
Profile,Woojin,Kim Woojin,???,??,35528,,South Korea,,0,0,Daejeon,,Stray Kids,M,,,
Profile,Lee Know,Lee Minho,???,??,36093,Stray Kids,South Korea,,0,0,Gimpo,,,M,,,
Profile,Changbin,Seo Changbin,???,??,36383,Stray Kids,South Korea,,0,0,Yongin,3RACHA,,M,,,
Profile,Hyunjin,Hwang Hyunjin,???,??,36605,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
Profile,Han,Han Jisung,???,?,36783,Stray Kids,South Korea,,0,0,Incheon,3RACHA,,M,,,
Profile,Felix,Lee Youngbok,???,???,36784,Stray Kids,South Korea,,0,0,Sydney,,,M,,,
Profile,Seungmin,Kim Seungmin,???,??,36791,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
Profile,I.N,Yang Jeongin,???,???,36930,Stray Kids,South Korea,,0,0,Busan,,,M,,,
Profile,Olivia Hye,Son Hyeju,???,???? ?,37208,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
,Samuel,Kim Samuel,????,???,37273,,South Korea,USA,0,0,Los Angeles,,1PUNCH,M,,,
,Kriesha Chu,Kriesha Ziskind Teo Tiu,??? ???? ?? ??,??? ?,36149,,Philippines,,0,0,Cebu,,,F,,,
,JOO,Jung Minjoo,???,?,33157,,South Korea,,0,0,Seoul,,,F,,,
Profile,Miyeon,Jo Miyeon,???,??,35461,(G)I-DLE,South Korea,,0,0,,,,F,,,
Profile,Minnie,Nicha Yontararak,?? ????,??,35726,(G)I-DLE,Thailand,,0,0,,,,F,,,
Profile,Soyeon,Jeon Soyeon,???,??,36033,(G)I-DLE,South Korea,,157,42,,,,F,,,
Profile,Soojin,Seo Soojin,???,??,35863,,South Korea,,0,0,,,(G)I-DLE,F,,,
Profile,Yuqi,Song Yuqi,???,??,36426,(G)I-DLE,China,,162,48,Beijing,,,F,,,
Profile,Shuhua,Yeh Shuhua,???,??,36531,(G)I-DLE,Taiwan,,161,45,,,,F,,,
,NC.A,Im Soeun,???,???,35345,UNI.T,South Korea,,0,0,Osan,,,F,,,
,Suji,Lee Suji,???,??,35874,UNI.T,South Korea,,0,0,Busan,,The Ark,F,,,
,Yoonjo,Shin Yoonjo,???,??,33952,UNI.T,South Korea,,0,0,Seoul,,Hello Venus,F,,,
,May,Jeong Chaeyoung,???,??,37099,,South Korea,,0,0,,,NeonPunch,F,,,
,Terry,Han Dasom,???,??,35828,,South Korea,,0,0,,,NeonPunch,F,,,
,Seunghwan,Lee Seunghwan,???,??,34678,Romeo,South Korea,,0,0,,,,M,,,
,Yunsung,Hwang Yunsung,???,??,35143,Romeo,South Korea,,0,0,,,,M,,,
,Milo,Kim Minhak,???,???,35297,Romeo,South Korea,,0,0,,,,M,,,
,Minsung,Kim Minhwi,???,??,35423,Romeo,South Korea,,0,0,,,,M,,,
,Kyle,Ma Jaekyung,???,??,35445,Romeo,South Korea,,0,0,,,,M,,,
,Hyunkyung,Kim Hyunjong,???,??,36043,Romeo,South Korea,,0,0,,,,M,,,
,Kangmin,Noh Kangmin,???,??,36408,Romeo,South Korea,,0,0,,,,M,,,
,Minji,Kim Minji,???,??,36907,Busters,South Korea,,0,0,,,,F,,,
,Minjung,Cha Minjung,???,??,38183,,South Korea,,0,0,,,Busters,F,,,
,Jisoo,Jung Jisoo,???,??,37947,Busters,South Korea,,0,0,,,,F,,,
,Chaeyeon,Kim Chaeyeon,???,??,38325,tripleS,South Korea,,0,0,,,Busters,F,,,
,Hyungseo,Myeong Hyeongseo,???,??,37067,CLASS:y,South Korea,,160,44,,,Busters,F,,,
,Eunjin,Moon Eunjin,???,??,36104,Highteen,South Korea,,0,0,,,,F,,,
,Hyejoo,Park Hyunjoo,???,??,36172,Highteen,South Korea,,0,0,,,,F,,,
,Hyebin,Im Hyebin,???,??,36474,Highteen,South Korea,,0,0,,,,F,,,
,Sea,Kim Sujeong,???,??,36499,Highteen,South Korea,,0,0,,,,F,,,
,Yonghoon,Jin Yonghoon,???,??,34563,Onewe,South Korea,,0,0,,,MAS,M,,,
,Harin,Ju Harin,???,???,35883,Onewe,South Korea,,0,0,,,MAS,M,,,
,Kanghyun,Kang Hyungu,???,??,36123,Onewe,South Korea,,0,0,,,MAS,M,,,
,Dongmyeong,Son Dongmyeong,???,??,36545,Onewe,South Korea,,0,0,,,MAS,M,,,
,Cya,Lee Giwook,???,??,36549,Onewe,South Korea,,0,0,,,MAS,M,,,
,Ravn,Kim Yoongjo,???,???,34944,Oneus,South Korea,,0,0,,,,M,,,
,Seoho,Lee Seoho,???,??,35223,Oneus,South Korea,,0,0,,,,M,,,
,Leedo,Kim Geonhak,???,??,35637,Oneus,South Korea,,0,0,,,,M,,,
,Keonhee,Lee Keonhee,???,??,35973,Oneus,South Korea,,0,0,,,,M,,,
,Hwanwoong,Yeo Hwanwoong,???,??,36033,Oneus,South Korea,,0,0,,,,M,,,
,Xion,Son Dongju,???,??,36535,Oneus,South Korea,,0,0,,,,M,,,
,Hyunwook,Ji Hyunwook,???,??,35977,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Hyunho,Lee Hyunho,???,??,36103,D-CRUNCH,South Korea,,0,0,,,,M,,,
,O.V,Kim Sanchan,???,??,36163,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Hyunoh,Park Hyunoh,???,??,36203,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Hyunwoo,Baek Hyunwoo,???,??,36238,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Minhyuk,Kim Minhyuk,???,??,36470,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Chanyoung,Kim Chanyoung,???,??,36850,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Jeongseung,Park Jeongseung,???,??,37396,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Dylan,Park Yeonjae,???,??,37463,D-CRUNCH,South Korea,,0,0,,,,M,,,
,Miya,Miyauchi Haruka,???? ???,??,34115,GWSN,Japan,,0,0,,,,F,,,
,Seokyoung,Kim Seokyung,???,??,36266,GWSN,South Korea,,0,0,,,,F,,,
,Seoryoung,Lee Seoryung,???,??,36551,GWSN,South Korea,,0,0,,,,F,,,
,Anne,Lee Seoyoung,???,?,36816,GWSN,South Korea,,0,0,,,,F,,,
,Minju,Kang Minjoo,???,??,36961,GWSN,South Korea,,0,0,,,,F,,,
,Soso,Wang Chingyi,???,??,36964,GWSN,Taiwan,,0,0,,,,F,,,
,Lena,Kang Rena,???,??,37363,GWSN,South Korea,,0,0,,,,F,,,
,Saebom,Kim Saerok,???,??,35460,NATURE,South Korea,,0,0,,,,F,,,
,Aurora,Yang Lan,??,???,35444,NATURE,China,,0,0,,,,F,,,
,Lu,Im Hayoung,???,?,35767,NATURE,South Korea,,0,0,,,,F,,,
,Chaebin,Choi Yoobin,???,??,36369,NATURE,South Korea,,0,0,,,,F,,,
,Gaga,Li Jia Jia,? ?? ??,??,36404,,China,,0,0,,,NATURE,F,,,
,Haru,Abe Haruno,?? ???,??,36577,NATURE,Japan,,0,0,,,,F,,,
,Uchae,Yu Hyejun,???,??,37383,NATURE,South Korea,,0,0,,,,F,,,
,Sunshine,Kim Minjung,???,???,37427,NATURE,South Korea,,0,0,,,,F,,,
,Jisun,Hwang Jisun,???,??,32798,S#aFLA,South Korea,,165,46,,,"Girl's Day, New F.O",F,,,
,Suhyeon,Kim Seunghyun,???,??,32252,S#aFLA,South Korea,,0,0,,,1PS,F,,,
,Seulgi,Jeong Seulgi,???,??,33005,S#aFLA,South Korea,,0,0,,,,F,,,
,Yujin,Jeong Yujin,???,??,32804,S#aFLA,South Korea,,0,0,,,D-Unit,F,,,
Profile,Eunbi,Kwon Eunbi,???,??,34969,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Profile,Sakura,Miyawaki Sakura,???? ???,???,35873,LE SSERAFIM,Japan,,0,0,Kagoshima,,IZ*ONE,F,,,
Profile,Hyewon,Kang Hyewon,???,??,36346,IZ*ONE,South Korea,,0,0,Yangsan,,,F,,,
Profile,Yena,Choi Yena,???,??,36432,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Profile,Chaeyeon,Lee Chaeyeon,???,??,36536,IZ*ONE,South Korea,,0,0,Yongin,,,F,,,
Profile,Chaewon,Kim Chaewon,???,??,36739,LE SSERAFIM,South Korea,,0,0,Seoul,,IZ*ONE,F,,,
Profile,Minjoo,Kim Minjoo,???,??,36927,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Profile,Nako,Yabuki Nako,??? ??,??,37060,IZ*ONE,Japan,,0,0,Tokyo,,,F,,,
Profile,Hitomi,Honda Hitomi,?? ???,???,37170,IZ*ONE,Japan,,0,0,Toghichi,,,F,,,
Profile,Yuri,Jo Yuri,???,??,37186,IZ*ONE,South Korea,,0,0,Busan,,,F,,,
Profile,Yujin,Ahn Yujin,???,??,37865,IVE,South Korea,,0,0,Cheongju,,IZ*ONE,F,,,
Profile,Wonyoung,Jang Wonyoung,???,??,38230,IVE,South Korea,,0,0,Seoul,,IZ*ONE,F,,,
,Dongheon,Lee Dongheon,???,??,34915,Verivery,South Korea,,0,0,,,,M,,,
,Hoyoung,Bae Hoyoung,???,??,36017,Verivery,South Korea,,0,0,,,,M,,,
,Minchan,Hong Minchan,???,??,36054,Verivery,South Korea,,0,0,,,,M,,,
,Gyehyeon,Jo Gyehyeon,???,??,36294,Verivery,South Korea,,0,0,,,,M,,,
,Yeonho,Ju Yeonho,???,??,36677,Verivery,South Korea,,0,0,,,,M,,,
,Yongseung,Kim Yongseung,???,??,36694,Verivery,South Korea,,0,0,,,,M,,,
,Kangmin,Yoo Kangmin,???,??,37646,Verivery,South Korea,,0,0,,,,M,,,
Profile,Haeyoon,Park Haeyoon,???,??,35074,Cherry Bullet,South Korea,,157,43,,,,F,,,
Profile,Yuju,Choi Yuju,???,??,35494,Cherry Bullet,South Korea,,0,0,,,,F,,,
Profile,Ella,Kim Kyungjoo,???,??,35880,Pixy,South Korea,,0,0,,,Cherry Bullet,F,,,
Profile,Bora,Kim Bora,???,??,36222,Cherry Bullet,South Korea,,0,0,,,,F,,,
Profile,Jiwon,Heo Jiwon,???,??,36773,Cherry Bullet,South Korea,,0,0,,,,F,,,
Profile,Kokoro,Kato Kokoro,?? ???,???,36831,,Japan,,0,0,,,Cherry Bullet,F,,,
Profile,Remi,Katsuno Rise,??? ??,??,37007,Cherry Bullet,Japan,,0,0,,,,F,,,
Profile,Chaerin,Park Chaerin,???,??,37328,Cherry Bullet,South Korea,,0,0,,,,F,,,
Profile,May,Hirokawa Mao,???? ??,??,38307,Cherry Bullet,Japan,,0,0,,,,F,,,
Profile,Lin Lin,Huang Ziting,???,??,37807,,Taiwan,,0,0,,,Cherry Bullet,F,,,
,U-Know Yunho,Jung Yunho,???,????,31449,TVXQ,South Korea,,0,0,Gwangju,,,M,,,
,Max Changmin,Shim Changmin,???,????,32191,TVXQ,South Korea,,0,0,Seoul,,,M,,,
,Jaejoong,Kim Jaejoong,???,??,31438,JYJ,South Korea,,0,0,Gongju,,TVXQ,M,,,
,Yoochun,Park Yoochun,???,??,31597,JYJ,South Korea,,0,0,Seoul,,TVXQ,M,,,
,Xia Junsu,Kim Junsu,???,?? ??,31761,JYJ,South Korea,,0,0,,,TVXQ,M,,,
,Euijin,Lee Euijin,???,??,32919,Bigflo,South Korea,,0,0,Seoul,,,M,,,
,Sungmin,Oh Sungmin,???,??,33238,Bigflo,South Korea,,0,0,,,,M,,,
,Lex,Jeon Hyungmin,???,??,33981,Bigflo,South Korea,,0,0,,,,M,,,
,St. Van,Lee Geumhyuk,???,??? ?,33594,VAV,South Korea,,182,70,,,,M,,,
,Baron,Choi Chunghyeop,???,??,33713,VAV,South Korea,,180,60,,,,M,,,
,Ace,Jang Wooyoung,???,???,33844,VAV,South Korea,,177,63,,,,M,,,
,Ayno,Noh Yoonho,???,???,35186,VAV,South Korea,,183,61,,,,M,,,
,Jacob,Zhang Peng,??,???,35315,VAV,China,,184,63,,,,M,,,
,Lou,Kim Hosung,???,??,35420,VAV,South Korea,,187,69,,,,M,,,
,Ziu,Park Heejun,???,??,35597,VAV,South Korea,,185,70,,,,M,,,
Profile,Hongjoong,Kim Hongjoong,???,??,36106,ATEEZ,South Korea,,171,0,,,,M,,,
Profile,Seonghwa,Park Seonghwa,???,??,35888,ATEEZ,South Korea,,178,0,Jinju,,,M,,,
Profile,Yunho,Jeong Yunho,???,??,36242,ATEEZ,South Korea,,184,0,Gwangju,,,M,,,
Profile,Yeosang,Kang Yeosang,???,??,36326,ATEEZ,South Korea,,173,0,Incheon,,,M,,,
Profile,San,Choi San,??,?,36351,ATEEZ,South Korea,,173,0,,,,M,,,
Profile,Mingi,Son Mingi,???,??,36381,ATEEZ,South Korea,,183,0,,,,M,,,
Profile,Wooyoung,Jung Wooyoung,???,??,36490,ATEEZ,South Korea,,172,0,,,,M,,,
Profile,Jongho,Choi Jongho,???,??,36811,ATEEZ,South Korea,,176,0,,,,M,,,
,Narachan,Jung Hyunwoo,???,???,35331,MONT,South Korea,,178,58,,,,M,,,
,Bitsaeon,Kim Sangyeon,???,???,34854,MONT,South Korea,,181,60,,,,M,,,
,Roda,Shin Joongmin,???,??,36057,MONT,South Korea,,179,60,,,,M,,,
,Yerim,Jeong Yerim,???,??,35499,Purplebeck,South Korea,,165,44,,,,F,,,
,Yeowool,Ha Yeowool,???,??,35896,Purplebeck,South Korea,,163,46,,,,F,,,
,Layeon,Lee Jimin,???,??,36020,Purplebeck,South Korea,,170,51,,,,F,,,
,Mini,,,??,36689,Purplebeck,South Korea,,168,47,,,,F,,,
,Seyeon,Park Seyeon,???,??,37017,Purplebeck,South Korea,,167,46,,,,F,,,
Profile,Yeji,Hwang Yeji,???,??,36672,ITZY,South Korea,,0,0,Seoul,,,F,,,
Profile,Lia,Choi Jisu,???,??,36728,ITZY,South Korea,,0,0,Incheon,,,F,,,
Profile,Ryujin,Shin Ryujin,???,??,36998,ITZY,South Korea,,0,0,Seoul,,,F,,,
Profile,Chaeryeong,Lee Chaeryeong,???,??,37047,ITZY,South Korea,,0,0,Yongin,,,F,,,
Profile,Yuna,Shin Yuna,???,??,37964,ITZY,South Korea,,0,0,Suwon,,,F,,,
Profile,Soobin,Choi Soobin,???,??,36865,TXT,South Korea,,184,65,,,,M,,,
Profile,Yeonjun,Choi Yeonjun,???,??,36416,TXT,South Korea,,183,63,,,,M,,,
Profile,Beomgyu,Choi Beomgyu,???,??,36963,TXT,South Korea,,0,0,,,,M,,,
Profile,Taehyun,Kang Taehyun,???,??,37292,TXT,South Korea,,0,0,,,,M,,,
Profile,Hueningkai,Kai Kamal Huening,?? ?? ??,????,37482,TXT,USA,South Korea,0,0,,,,M,,,
Profile,Yongha,Yoo Yongha,???,??,36171,WEi,South Korea,,177,64,,,1the9,M,,,
Profile,Louis,Kim Taewoo,???,??,36273,BLANK2Y,South Korea,,172,62,,,1the9,M,,,
Profile,Seunghwan,Lee Seunghwan,???,??,36666,1the9,South Korea,,178,64,,,,M,,,
Profile,Yechan,Shin Yechan,???,??,37025,OMEGA X,South Korea,,183,64,Seoul,,1the9,M,,,
Profile,Junseo,Kim Junseo,???,??,37215,WEi,South Korea,,177,64,Ulsan,,1the9,M,,,
Profile,DY,Jeon Doyum,???,??,37308,JUST B,South Korea,,175,55,Daejeon,,1the9,M,,,
Profile,Jinsung,Jung Jinsung,???,??,37345,1the9,South Korea,,176,58,Seoul,,,M,,,
Profile,Taekhyeon,Jung Taekhyeon,???,??,37830,1the9,South Korea,,178,66,Gunpo,,,M,,,
Profile,Won,Park Sungwon,???,??,37973,Ciipher,South Korea,,177,58,Seoul,,1the9,M,,,
,Youi,Kim Jihyeo,???,???,36640,Dreamnote,South Korea,,163,45,,,,F,,,
,Boni,Choi Euijeong,???,??,36463,Dreamnote,South Korea,,160,45,,,,F,,,
,Lara,Moon Shinae,???,??,36747,Dreamnote,South Korea,,161,44,,,,F,,,
,Miso,Jeon Jimin,???,??,36824,Dreamnote,South Korea,,160,43,,,,F,,,
,Sumin,Park Sumin,???,??,37143,Dreamnote,South Korea,,166,46,,,,F,,,
,Eunjo,Park Eunjo,???,??,37322,Dreamnote,South Korea,,164,46,,,,F,,,
,Habin,Yoo Habin,???,??,37325,,South Korea,,165,48,,,Dreamnote,F,,,
